speech_rate_wpm,pause_count,total_pause_duration_s,mean_pitch_hz,pitch_std_dev,jitter_percent,shimmer,harmonics_to_noise_ratio_db,articulation_score,flesch_reading_ease,grade_level,filler_word_count,label
158.007946928286,2,3.2898881626222187,196.4057286662296,34.17818847963781,0.30587312771807507,0.023998178737892145,20.911408428506544,0.946041906019628,61.93436459979945,8.35454684925089,1,0
142.44043664968322,2,1.4844819733291519,135.64198933077736,25.262152207639705,0.5364280934140744,0.046984014586577624,17.06633084462134,0.7830827081186533,61.541126299032804,7.869774604090844,1,0
163.2182895935386,0,0.9219942178099599,163.48792426908895,17.78544515336126,0.20604239612416883,0.019158143790971978,18.043089479620434,0.9778995984257562,72.54894869654764,10.411794044224939,1,0
115.51714763099397,1,1.976102151115897,198.33705078841533,28.611935987285477,0.24991014286596178,0.07701830209520559,23.362269483122947,0.904604728043189,58.68694052849265,7.694330809008852,0,0
161.15999511441055,2,0.2686419177858535,204.657436395333,31.579521864569877,0.24437255554052023,0.1189706046436655,23.505579489342445,0.5346823471770688,62.09528554064267,8.450285249834682,0,0
136.49549407986927,3,0.007759266964134756,176.93700434337197,9.680073325505315,0.2665052520286958,0.02220023620682219,26.685541379149885,0.8325624609827034,67.94513289248786,6.939162094884881,1,0
77.35106131951387,6,3.6780543323847716,158.80295419637136,20.21622972847706,0.6284650576990648,0.046572345209212836,12.076283103743158,0.2773273792446061,61.94438709936802,6.187153599742163,5,1
165.83884684469413,6,2.8585661982438832,182.57614428024024,22.25902816162924,0.6734742392921502,0.03890583894935749,21.402006944077062,0.827922542093576,63.926958621380706,6.714975204197846,0,0
168.9142203392171,2,1.7094553986845655,203.6292578812377,20.386624258216877,0.298370533703069,0.03190238030296085,27.392685738262603,0.9713195871117759,59.08355440414972,7.9047100688219345,2,0
166.62459452957108,2,0.041334696910534346,141.72370538438102,15.345657996477566,1.192440436931582,0.12909788002457726,19.481802201750384,0.9079997618386793,66.77302809394597,13.058815812633192,0,0
184.6955546508688,3,0.5576573872910203,183.02816462992317,27.280289123930153,1.2805439056411327,0.05172892520721693,21.15009339872201,0.8057164817302946,71.04238931748091,7.300668401001343,2,0
62.864818777147626,8,0.8370390008731581,152.25150315273763,14.332246997525463,5.0,0.03211256369795673,15.832694404981067,0.3111539492638045,77.20214999076725,6.612894599632066,3,1
133.68214149281863,3,1.2448368434269923,207.6424276760398,23.869559366036782,0.23358085612971377,0.04240955081867281,19.312869029145517,0.8366747563983423,75.124192823911,6.520725945071584,0,0
150.5494863064417,3,0.3729566452746115,143.24959168684433,15.039465752277147,1.310980841578946,0.020799938367212164,23.339819716134603,0.955425058937641,53.320929607004864,7.487070300997453,2,0
141.51643764727118,2,1.9438357451923651,187.25466909896497,26.23771164240062,0.4712306117386061,0.07866033764762864,22.013204668112884,0.9333142109460951,60.200521437244966,5.8913916239432815,2,0
86.76925256338812,5,0.3420118864038789,153.78179916875195,5.119603243536831,1.3269662310200294,0.04640380152557238,12.85899800587313,0.4165100652504651,74.93890144124022,8.138015301489116,1,1
