head_tilt,shoulder_alignment,spine_angle,label
7.835635613242299,-7.883228096273414,104.93802313643852,0
-15.152927474598883,10.404828514700837,112.1669427380333,1
0.8612978940626257,5.472632936530526,93.98884455549437,2
-5.2493204685975225,10.68584272276909,115.21817378088485,0
-0.7151807749184633,-6.244109835170329,113.92817887187044,1
16.556814696753353,11.543985051195373,119.50208568327375,0
10.56156714448414,3.5192805838177716,106.56718774658977,0
-16.575467443395425,5.863671817870743,119.79396770480781,0
-9.63438600387265,9.68997615350116,72.65232493378659,0
-4.92180042393764,-4.686473164377418,107.17160509303254,0
5.421347703204235,14.06587579968976,75.25975573601441,0
4.857611574664865,-10.951196032967285,118.90932045339372,0
11.890324475187304,1.782768702052141,67.56689821807487,0
8.034539600457189,7.340194049958887,120.0,0
-9.978271578822564,-14.277643065476445,92.21295320130208,1
-4.307046607520562,-2.391486362261613,112.32849337477363,0
6.613398486500407,-14.95155016799795,90.107206781306,0
7.6053096937771025,16.336031457220102,83.45137600420206,1
15.537584129674363,8.121791263697492,77.2151572504526,2
26.52204972607215,-0.8664515365995396,105.79373044353918,0
1.8833017225490343,-6.125963018389775,101.79161364250527,1
6.586718819813791,-8.261850601683205,81.80230563330743,2
16.03370235591192,5.1575151133361,105.1924575328187,0
-1.125820281890251,1.4463384750470403,66.01393922956092,0
1.7642326814345266,2.952059752836427,91.67372432491554,0
-13.171595727472297,0.06443459495264298,113.86034040288843,0
6.061097746255459,-6.2189506852345895,98.71783119324712,0
-0.9553316009665253,6.509251925610807,63.79693839684255,1
2.4878189101873143,5.881374824894446,65.05941375777287,0
-0.5198489254940765,2.106515277142225,60.0,1
-21.240968422221886,-7.878726474692789,107.79166750815412,0
0.38131648410505126,-4.80586542551539,73.11761062580536,2
-3.3240474336306383,-1.0548965096342586,106.89857887186524,0
-20.050807390938736,4.066997748474116,98.58055625549731,0
-1.4091496604374698,-1.4440381616129885,80.31250072436491,0
-10.217664176834575,12.122640110169836,101.61031059972639,0
-4.995445334940502,-14.544324707015765,71.01923834450771,0
-11.708024365174271,3.8651936501866495,81.70985039108223,0
7.600818332708334,11.785567148228035,69.03376480642525,1
-12.11300827482546,1.5195312348418006,78.65523423684174,0
-0.7438008038363535,-7.1925950172877675,95.0626821406461,0
9.442089060266976,-6.958348265839495,82.85377320546418,0
-7.597431001216578,2.3790594611923273,70.69414333320854,0
-5.298814307854734,-4.847753309620044,73.87445701014978,0
-7.691016995451394,8.886560692731347,72.17699748661146,0
-13.195885337882077,-3.2396660757023756,90.51374127228752,0
-6.126089228984989,3.4263029500113444,83.48906196538081,1
12.69153889261135,0.6517605848117598,78.47565221563245,0
9.642979602658311,8.588437209853026,105.6385790420643,0
-12.899803737179242,-4.587855235975308,109.46595275584488,0
8.634927857011256,5.104572091113209,120.0,0
-1.2276987669241115,5.8229890158510615,92.6668560739684,0
-1.5658380814375148,-1.6896132118635891,79.9854872849866,1
12.52922033952535,-1.1238310175550137,88.48384898814462,2
4.117723769107472,-7.331559219362489,105.79345614061675,0
-3.6125290774106062,-6.757114915186405,87.71869041193175,0
-9.184522385276916,-6.866019715364306,87.03491443482108,1
-7.399721020576119,4.302323966702622,78.7694793055286,0
-5.592783568841425,-18.227620576828485,105.28662787520769,1
-27.59654435207576,-8.464101204437997,106.49440366322193,1
-1.0133500159974016,-11.252605780017385,90.35600601698451,2
-0.08326227190990187,-12.45296573544931,104.70429727155205,2
20.821992690841824,-2.445156991121838,77.21346742933113,0
10.487258492225823,4.706212453573818,73.94017959818156,0
-13.34251480254855,5.070281581910167,93.65800903669233,0
11.384039352417346,8.129284295848226,105.7834643749633,1
16.568367385181787,-14.807755060717467,91.85521455633743,0
-7.980621453451549,1.604594894206041,75.3535632118953,0
1.8161083121788155,-1.7888549332488994,68.13295323552344,0
1.2433746364978104,2.1981263207190342,85.9822091618087,1
7.729342982273183,11.579951620711764,83.13944929244232,0
12.507408632414625,-11.869353454558123,115.68227667137101,1
-3.571683880031946,-9.649673325912074,100.74460383613713,2
8.705146175687577,1.2181205199205338,73.89531008901042,1
-17.059312587020596,-3.698678045820896,98.62385501762296,0
1.5971963702659635,2.8741500347938818,98.61306221174766,0
2.7457644471291793,6.546523911361793,77.37033328577476,0
11.779557630640692,3.355229495486109,80.95266778000891,0
-5.6512499970426155,-1.0050259987065522,79.75031204823117,2
-1.2356367664419015,-8.167364424478775,104.58086134966902,0
6.556675596260748,20.0,113.53688244942997,0
-0.16151022061432377,11.275806650967967,78.98268795298183,0
1.0297417366007249,-12.720467841154466,75.71648858225618,2
-4.48091841940435,-11.467150003655673,60.0,1
6.617941894255029,-4.538383883554184,110.65943041233609,2
9.096814000154968,-3.468279793377821,74.48315973152351,0
-3.701064984423268,0.49407405993204734,62.23258903960723,0
3.0954418014370555,8.230909881287477,75.70561079140346,0
17.046365290146298,1.263801778507511,103.42416176670726,0
-18.603435220222487,-2.9895348248876057,88.19969667087811,2
7.572652074814528,-7.7698406187353015,78.77789269671548,0
-18.502951150997255,-6.855891352347808,92.52071249735518,0
6.33849194696809,5.676922739856794,60.0,0
7.642432601731894,-6.749781490229241,90.62012794479044,1
-15.092109902367767,-5.022340697163165,77.58970118069772,0
6.301429399600656,0.5861226316933061,110.82893936029876,0
-10.349606930753147,3.6451183985537883,91.46484011290381,0
21.107052431768736,8.440184550892699,66.27242613044535,0
-7.111296480802011,4.052711689000422,92.01173859894824,1
13.762222335764957,-7.3352089009229084,107.87168650537018,2
-3.0178862060054117,-11.563793955084128,69.58938299589849,1
-0.8053626997871121,-10.32444684088996,89.13060613928181,1
1.9427121170196482,-12.397963382928273,91.48341680024824,0
8.749921071978008,5.988019426247421,78.58613885142019,2
-10.517944787323897,-8.275892398082766,81.94340383911835,2
-8.573841232777815,12.178320846521995,77.97325678193377,1
5.9029717030457265,-4.628529820193273,87.25808896807833,0
2.0944011647353986,1.5850769620370833,86.04503215196131,1
-2.4304908537246477,-5.03638147452726,83.87373726806746,0
-1.8849478679793377,-1.6538809475343683,102.7665790128521,0
3.0386334788878506,-1.0861800945248783,89.3560496692979,0
5.080836711081769,0.7348903714709971,67.78724858070619,0
-8.60302114608843,-5.409839039777188,91.24818911179884,1
12.245933428405838,-15.647011175918497,61.71296781250702,2
12.15217908585403,-3.3015635183657395,87.85340359207873,0
9.69429683648631,-4.712792258935349,86.3324113282111,0
9.179137233411016,10.834765939712062,103.89526242265566,2
-0.8144530117293296,5.3905233672428725,91.22319477003883,1
3.9683449283966055,13.277224149507262,84.4364541272249,0
-13.273392794601474,-4.048841432560833,71.2415222033434,0
-6.8100453438002955,9.163625816137563,92.68563991930101,0
0.6212332861660388,-10.136209307515474,106.48207110954141,0
-15.419683229461729,11.27926731655715,88.19743901476633,1
-15.446654701001046,-14.550945295487683,60.0,2
0.650864482178684,6.64407393847675,86.82423625798853,1
27.48367120778631,-20.0,90.74501097623393,0
-13.345045740997225,-12.159680329405855,93.03195664818153,1
12.77627574895837,-0.46618223167743517,96.13448317176456,2
-7.399245957836272,-1.5848155095864296,61.3677564143828,2
-5.613635800678107,4.408042615241325,99.38382098305092,2
4.80253107149479,9.71094462107033,96.30681347855779,0
14.317205798018302,-0.5849164309694147,83.72798869746094,1
10.546976714462147,0.14627257346750738,95.42253394138447,0
3.2792724268003197,9.64784522911069,111.10943213496084,0
4.7317665822336235,-8.409808352518507,120.0,2
-22.454958470104955,-12.631960921286574,86.64570635857632,0
17.495644954457255,-11.494985365766604,84.6591196120405,0
12.174279162782213,-5.309432653345636,91.0937758424922,0
-3.309316244675645,-0.7770484642724346,85.6476231538447,0
13.700277712891033,-7.0280548959188875,73.14016784837995,1
-11.554396997895084,-4.944982844520007,74.80734467623228,0
-9.050358171955702,-7.198472425697782,91.00586377439467,0
-3.405877124073229,-7.337650357251389,86.7848069408597,2
8.868598818587062,-14.713732774574833,100.5507632997097,0
1.551823892455978,5.325325718746955,86.72404996373932,0
-22.62211948284478,-1.5468345026064247,86.20783568126707,0
9.188673631073495,4.4067275778422035,93.81625020123793,0
-14.26591212665427,4.603646702226749,112.16038943509918,0
1.0190877152629663,-3.3529732802111183,114.75159701473234,0
4.5912561698575844,3.125135125183637,76.85488589202697,0
3.898215044922257,7.215406339564103,84.1756624323818,0
2.3557665884524264,-6.299044613328651,101.75125173258293,0
4.369336040227375,-5.51102236557443,60.0,0
13.772664239833523,11.476727981546714,75.62061113600653,1
5.475272298773365,-3.7067997916240216,93.7297949133089,0
9.19562912582379,3.4676040548465887,99.1209838139774,0
8.674175399094167,3.850229258610612,91.32058071277788,0
-4.791223061269918,-5.871701125840385,91.16742572734506,0
-4.549373549625881,-6.015722057035757,68.50216652710262,1
-1.5139391041974803,12.971219953463333,78.27416017885882,0
6.093151661687665,-11.10175308346099,85.92793154546978,0
-0.28900402986463863,7.346871430595027,78.70343296655827,1
-2.062058480736398,-8.667421230191364,77.57874717519532,0
12.957759673025805,-2.3495037904912754,102.3962473620184,2
16.028099838234805,0.3157607183909882,107.22791039938149,2
-1.1900766629797588,-8.596334982574081,96.52054007775006,0
-14.761424508927725,-5.427439076913474,105.45817129946474,1
-16.38195048533533,-6.5262234452748835,65.16112652637273,0
2.7318472313142323,3.7588672578678466,86.58544772196772,0
10.04815040609478,1.9768780397883627,95.85410451793592,0
-15.101388132084878,0.4828440178333573,93.00699326688722,0
-15.983920567713593,-5.482975536023838,76.63848174865373,0
-0.5432693512033422,-0.20987509676130903,78.5308604393287,2
2.7937001903553904,5.22323977595086,82.18204452567558,0
