text_sentiment,voice_emotion,facial_emotion,label
0.28336384088996736,0.42053109198173916,0.5784264926604542,1
0.6538955343748025,0.6274274715845201,0.10527156053205444,3
0.8759378970946881,0.8024701827153173,0.3669203349856529,1
0.6171797830611295,0.33675783165682405,0.2861566850910169,3
0.4516554110607142,0.2944421566723757,0.16598893173954132,1
0.6121689194201395,0.5609895564821779,0.38872394379295083,1
0.6582137911650732,0.5191655011458622,0.5901602374631885,0
0.3912956277298394,0.4245068873612105,0.5725333992039792,0
0.4726864586860545,0.5916860446216882,0.3885736348290334,0
0.42402428368896106,0.5584337220854976,0.231609647694277,0
0.1432033556395036,0.36954914585009524,0.5225605347503925,0
0.6659912176847238,0.5535914785828044,0.45049554370830314,1
0.3266231530469246,0.776037617808051,0.7144766008972765,1
0.5596431876604027,0.2960853871558382,0.525388596354917,0
0.9400916020753913,0.5759831229840254,0.5061153147926172,0
0.2037099089426025,0.34960788105261653,0.6640340614160105,0
0.3091677071042157,0.7391781231928878,0.6512858516182859,0
0.41655348677805787,0.18801628392838365,0.5049108222865033,0
0.7429698720473834,0.8180866870147311,0.7985190610476629,0
0.24017373742252573,0.44825343570542503,0.8132130022328052,0
0.48143075684330033,0.4544530423636839,0.4812625848081378,3
0.42188470463921074,0.64983331587597,0.38885632381543905,0
0.6123703056959668,0.8640417647712162,0.5144904463326396,0
0.5833852043232413,0.6532261984778244,0.47300587982865777,1
0.2790542409465573,0.6076131976875684,0.4767281607068282,0
0.38264730401762065,0.5720840683179385,0.45516321951043853,2
0.5154299367553046,0.6591449945156519,0.3143950562006872,0
0.08658107567118678,0.47354667235402587,0.4659793645586455,0
0.6370478216512717,0.01160943100491596,0.29164629080872895,2
0.3088819463186345,0.5959820742040722,0.4671253988032192,1
0.7923299706890076,0.4716062429120909,0.6525870211590051,0
0.5858748367020017,0.26978348804495944,0.3267232518107084,0
0.3747708388988117,0.32425085904813133,0.49926143600363787,1
0.5099856517505483,0.32044998038254946,0.7610393246853941,1
0.49718720391324217,0.5215759997344501,0.0,3
0.4322798765780409,0.3372809354051068,0.4749244144768954,3
0.4627102811093274,0.4357807337980801,0.6427950974039719,2
0.3230801393105306,0.3815527249842076,0.5472816931892817,2
0.5360259484377738,0.1751765469383582,0.30536054815603,1
0.3940085812519776,0.5620743021160087,0.26027064097925756,0
0.7424434642272432,0.5315347083989646,0.24414179571179578,3
0.058814771293473234,0.21881797876136616,0.5521659660630415,2
0.5461039188279118,0.9342606218916014,0.6272968335859813,1
0.5668702285639414,0.62179424097765,0.6977813190783478,3
0.3915293755385737,0.48758976585878905,0.7002788603980532,3
0.3978382277056355,0.29545348741005045,0.5816892020793829,1
0.6908950278901894,0.4201078232190669,0.5223989832123218,0
0.3938158541772752,0.31587357729429,0.45275677826419164,2
0.1681283022170056,0.5434911550377898,0.1823252919093909,1
0.5303675706440047,0.7614166735823642,0.3261217712735029,1
0.4767104272772124,0.42016366536110206,0.5865980971344746,0
0.5901261829937254,0.7874492099862676,0.33660105222916503,1
0.6549366281377814,0.40156442233232426,0.2863331212332296,0
0.3919829811530487,0.7039691620937313,0.19974430928112702,3
0.6417480234647989,0.7447176568471173,0.2640437155349922,1
0.04902271196803604,0.6554523806232124,0.46940475352534494,3
0.4263177158043002,0.46802827077040604,0.39353924221704695,3
0.4378409899394322,0.24110534684088247,0.33009451512575905,2
0.5572674397094811,0.19420333465543882,0.3472928828741899,1
0.5895570624742184,0.7115862329149956,0.5009613292866519,1
0.25978558494334897,0.6696019763490472,0.3873725251008686,1
0.29102190983194265,0.7029710208973042,0.5887569241423138,0
0.4316328340871937,0.37299559431846957,0.31580101176087816,1
0.4866817388312019,0.9166207880049453,0.5381458813916215,0
0.3031820591778281,0.42068987337604846,0.3043031014629135,1
0.6353074635032644,0.6570943600606162,0.7701583557350746,1
0.7862556066312991,0.25837535439938,0.5001520291940974,1
0.48754483746042987,0.36032962850943684,0.46910070475592625,3
0.49548716801180365,0.5260756080711576,0.5764131322842161,0
0.4826518260452954,0.0652377371665891,0.44772347555890546,1
0.5658947103381381,0.18225619895138795,0.2496006558871296,0
0.5085163227378904,0.7993567057452569,0.2806213644992095,0
0.6495480289712643,0.500567300364172,0.45969145997332767,1
0.12860556733437611,0.5567970044455259,0.8235045524078262,3
0.6492737562345864,0.3415376639864701,0.4716739898119663,1
0.8427362963140118,0.7318047592055248,0.31180727282748244,1
0.297494543076662,0.4789971167591422,0.45241340688814413,1
0.029993551990349587,0.585228560932748,0.6290703639610299,0
0.35366594468673096,0.2637950623984058,0.522248803957078,1
0.48400639332370826,0.861973044383745,0.46151486494465654,1
0.4424838514790098,0.6251374662709281,0.42958542659954346,0
0.49682944972785753,0.6310418897094004,0.5305141053855548,0
0.4971653224763221,0.8075768008543658,0.6293710223801545,2
0.38972762442682984,0.3530700341387508,0.09984667186816382,2
0.362839629347687,0.6464156429850454,0.5041243221503395,2
0.6413177248512689,0.4571325134362677,0.38496649819012574,2
0.281492470859506,0.5306343704749472,1.0,0
0.22670569852448536,0.8773246215189147,0.22292746103250521,1
0.7294297467449374,0.40413634093866807,0.5781463069228713,0
0.6565228386093382,0.2936329109806587,0.32454720255199765,1
0.4494732015203523,0.41697425410550876,0.5058489848359083,0
